"taxref10.CD_REF","binome.discoweed","family","taxo","binome.discoweed.noinfra","taxref10.CD_REF.infra","jauzein","za","biovigilance","fse","farmbio","cambecedes","lifeform","biogeo","red.FR","red.UK","module","c","z"
84297,"ASPERULA ARVENSIS","Rubiaceae","binome","ASPERULA ARVENSIS","84297",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,5,0.73469,-0.27876
84306,"ASPERULA CYNANCHICA","Rubiaceae","binome","ASPERULA CYNANCHICA","84306",0,1,0,0,0,0,"hemicryptophyte","European(meridional)",NA,"LC",1,0.23532,22.137
84338,"ASPHODELUS ALBUS","Xanthorrhoeaceae","binome","ASPHODELUS ALBUS","84338",0,1,0,0,0,0,"geophyte","Mediterranean-atlantic",NA,NA,99,0.61741,2.1077
84355,"ASPHODELUS FISTULOSUS","Xanthorrhoeaceae","binome","ASPHODELUS FISTULOSUS","84355",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,0.96316
84738,"ASTERISCUS AQUATICUS","Asteraceae","binome","ASTERISCUS AQUATICUS","84738",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.18323
84805,"ASTRAGALUS BOETICUS","Fabaceae","binome","ASTRAGALUS BOETICUS","84805",1,0,0,0,0,0,"therophyte","Mediterranean","VU",NA,NA,NA,NA
84834,"ASTRAGALUS ECHINATUS","Fabaceae","binome","ASTRAGALUS ECHINATUS","84834",1,0,0,0,0,0,"therophyte","Mediterranean","NT",NA,5,0,-0.29241
84846,"ASTRAGALUS HAMOSUS","Fabaceae","binome","ASTRAGALUS HAMOSUS","84846",1,0,0,0,0,0,"therophyte","Mediterranean(eury)",NA,NA,5,0.27778,0.15796
84900,"ASTRAGALUS SESAMEUS","Fabaceae","binome","ASTRAGALUS SESAMEUS","84900",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0,-0.19688
84904,"ASTRAGALUS STELLA","Fabaceae","binome","ASTRAGALUS STELLA","84904",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0.39669,0.0078338
85017,"ATOCION ARMERIA","Caryophyllaceae","binome","ATOCION ARMERIA","85017",1,0,0,0,0,0,"therophyte","Mediterranean(eury)",NA,NA,1,NA,NA
85020,"ATRACTYLIS CANCELLATA","Asteraceae","binome","ATRACTYLIS CANCELLATA","85020",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.19688
85075,"ATRIPLEX HORTENSIS","Amaranthaceae","binome","ATRIPLEX HORTENSIS","85075",1,0,0,0,0,0,"therophyte","introduced(Asia)",NA,NA,9,0,-0.18983
85083,"ATRIPLEX LITTORALIS","Amaranthaceae","binome","ATRIPLEX LITTORALIS","85083",0,0,0,1,0,0,"therophyte","holarctic",NA,"LC",5,0,-0.18323
85102,"ATRIPLEX PATULA","Amaranthaceae","binome","ATRIPLEX PATULA","85102",1,1,1,1,1,0,"therophyte","circumboreal",NA,"LC",5,0.5355,0.11701
85112,"ATRIPLEX PROSTRATA","Amaranthaceae","binome","ATRIPLEX PROSTRATA","85112",1,1,1,1,0,0,"therophyte","circumboreal",NA,"LC",5,0.54217,5.3577
85114,"ATRIPLEX ROSEA","Amaranthaceae","binome","ATRIPLEX ROSEA","85114",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,5,0,-0.27876
85119,"ATRIPLEX SAGITTATA","Amaranthaceae","binome","ATRIPLEX SAGITTATA","85119",1,0,0,0,0,0,"therophyte","European(eastern)",NA,NA,5,0,-0.30606
85132,"ATRIPLEX TATARICA","Amaranthaceae","binome","ATRIPLEX TATARICA","85132",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.060404
85208,"AVENA BARBATA","Poaceae","binome","AVENA BARBATA","85208",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,5,0.06364,12.645
85211,"AVENA BREVIS","Poaceae","binome","AVENA BREVIS","85211",1,0,0,0,0,0,"therophyte","European(central)",NA,NA,NA,NA,NA
85250,"AVENA FATUA","Poaceae","binome","AVENA FATUA","85250",1,0,1,1,1,1,"therophyte","cosmopolitan",NA,"LC",5,NA,NA
85357,"AVENA SATIVA","Poaceae","binome","AVENA SATIVA","85357",1,0,1,1,1,0,"therophyte","introduced(Western Asia)",NA,NA,9,0.70588,-0.11883
85374,"AVENA STERILIS","Poaceae","binome","AVENA STERILIS","85374",1,0,0,1,0,0,"therophyte","Mediterranean(eury)",NA,NA,5,NA,NA
132033,"AVENA STERILIS SUBSP. STERILIS","Poaceae","infra","AVENA STERILIS","85374",1,0,0,0,0,1,"therophyte","Mediterranean(eury)",NA,NA,5,0.049365,1.7957
85378,"AVENA STRIGOSA","Poaceae","binome","AVENA STRIGOSA","85378",1,0,0,0,0,1,"therophyte","European(central)",NA,NA,9,0.66667,-0.26083
85439,"AVENULA PUBESCENS","Poaceae","binome","AVENULA PUBESCENS","85439",0,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,NA,3,0.4733,10.821
85502,"BALLOTA NIGRA","Lamiaceae","binome","BALLOTA NIGRA","85502",1,0,0,1,0,0,"hemicryptophyte","European",NA,"LC",9,0.66667,-0.18983
85536,"BARBAREA INTERMEDIA","Brassicaceae","binome","BARBAREA INTERMEDIA","85536",1,1,1,1,0,1,"hemicryptophyte","atlantic(eury)",NA,NA,9,0.76255,-0.07149
85555,"BARBAREA VERNA","Brassicaceae","binome","BARBAREA VERNA","85555",1,0,0,0,0,0,"hemicryptophyte","European(western)",NA,NA,5,0.71074,-0.25147
761965,"BARBAREA VULGARIS","Brassicaceae","binome","BARBAREA VULGARIS","761965",1,1,1,1,0,0,"hemicryptophyte","circumboreal",NA,"LC",9,0.67017,2.2479
85617,"BARTSIA TRIXAGO","Orobanchaceae","binome","BARTSIA TRIXAGO","85617",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,1.5637
85628,"BASSIA LANIFLORA","Amaranthaceae","binome","BASSIA LANIFLORA","85628",1,0,0,0,0,0,"therophyte","Eurasian","VU",NA,NA,NA,NA
85629,"BASSIA PROSTRATA","Amaranthaceae","binome","BASSIA PROSTRATA","85629",1,0,0,0,0,0,"chamaephyte","Eurasian",NA,NA,NA,NA,NA
85631,"BASSIA SCOPARIA","Amaranthaceae","binome","BASSIA SCOPARIA","85631",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
85708,"BELLEVALIA CILIATA","Asparagaceae","binome","BELLEVALIA CILIATA","85708",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,NA,NA,NA
85714,"BELLEVALIA ROMANA","Asparagaceae","binome","BELLEVALIA ROMANA","85714",1,0,0,0,0,0,"geophyte","Mediterranean","NT",NA,3,0,-0.069809
85715,"BELLEVALIA TRIFOLIATA","Asparagaceae","binome","BELLEVALIA TRIFOLIATA","85715",1,0,0,0,0,0,"geophyte","Mediterranean","CR",NA,NA,NA,NA
85728,"BELLIS ANNUA","Asteraceae","binome","BELLIS ANNUA","85728",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.0097244,8.0326
85740,"BELLIS PERENNIS","Asteraceae","binome","BELLIS PERENNIS","85740",1,1,1,1,0,0,"hemicryptophyte","European",NA,"LC",3,0.25862,12.27
85745,"BELLIS SYLVESTRIS","Asteraceae","binome","BELLIS SYLVESTRIS","85745",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0.069074,1.1679
85795,"BERTEROA INCANA","Brassicaceae","binome","BERTEROA INCANA","85795",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,5,0.49211,1.1815
85820,"BETA VULGARIS","Amaranthaceae","binome","BETA VULGARIS","85820",1,1,1,1,1,0,"hemicryptophyte","Mediterranean-atlantic",NA,"LC",5,0,-0.046756
85940,"BIDENS AUREA","Asteraceae","binome","BIDENS AUREA","85940",1,0,0,0,0,0,"therophyte","introduced(tropical America)",NA,NA,NA,NA,NA
608062,"BIDENS BIPINNATA","Asteraceae","binome","BIDENS BIPINNATA","608062",1,0,0,0,0,0,"therophyte","introduced(North America)",NA,NA,NA,NA,NA
85957,"BIDENS FRONDOSA","Asteraceae","binome","BIDENS FRONDOSA","85957",1,0,0,0,0,0,"therophyte","introduced(America)",NA,NA,9,0.72959,0.56754
85972,"BIDENS PILOSA","Asteraceae","binome","BIDENS PILOSA","85972",1,0,0,0,0,0,"therophyte","subtropical",NA,NA,NA,NA,NA
85981,"BIDENS SUBALTERNANS","Asteraceae","binome","BIDENS SUBALTERNANS","85981",1,0,0,0,0,0,"therophyte","introduced(America)",NA,NA,NA,NA,NA
85986,"BIDENS TRIPARTITA","Asteraceae","binome","BIDENS TRIPARTITA","85986",1,1,1,0,0,0,"therophyte","Eurasian(meridional)",NA,"LC",99,0.60578,4.9014
85997,"BIFORA RADIANS","Apiaceae","binome","BIFORA RADIANS","85997",1,1,1,0,0,1,"therophyte","European(meridional)",NA,NA,5,0.61728,-0.25147
85999,"BIFORA TESTICULATA","Apiaceae","binome","BIFORA TESTICULATA","85999",1,0,0,0,0,1,"therophyte","Mediterranean","EN",NA,NA,NA,NA
86018,"BISCUTELLA AURICULATA","Brassicaceae","binome","BISCUTELLA AURICULATA","86018",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
86025,"BISCUTELLA CICHORIIFOLIA","Brassicaceae","binome","BISCUTELLA CICHORIIFOLIA","86025",1,0,0,0,0,0,"hemicryptophyte","European(meridional)",NA,NA,1,0.2816,-0.098777
86032,"BISCUTELLA DIDYMA","Brassicaceae","binome","BISCUTELLA DIDYMA","86032",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)",NA,NA,5,0,-0.30606
788879,"BISERRULA EPIGLOTTIS","Fabaceae","binome","BISERRULA EPIGLOTTIS","788879",1,0,0,0,0,0,"therophyte","Mediterranean","CR",NA,NA,NA,NA
86073,"BISERRULA PELECINUS","Fabaceae","binome","BISERRULA PELECINUS","86073",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,NA,NA
86083,"BITUMINARIA BITUMINOSA","Fabaceae","binome","BITUMINARIA BITUMINOSA","86083",1,0,0,0,0,0,"hemicryptophyte","Eurasian(temperate)",NA,NA,1,0.46974,2.0496
86084,"BLACKSTONIA ACUMINATA","Gentianaceae","binome","BLACKSTONIA ACUMINATA","86084",1,0,0,0,0,0,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,5,0,-0.18323
86087,"BLACKSTONIA PERFOLIATA","Gentianaceae","binome","BLACKSTONIA PERFOLIATA","86087",1,1,0,0,0,0,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,"LC",1,0.38205,7.0984
86107,"BLITUM BONUS-HENRICUS","Amaranthaceae","binome","BLITUM BONUS-HENRICUS","86107",0,0,0,1,1,0,"hemicryptophyte","holarctic",NA,NA,99,NA,NA
86108,"BLITUM CAPITATUM","Amaranthaceae","binome","BLITUM CAPITATUM","86108",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,NA,NA,NA
86122,"BLITUM VIRGATUM","Amaranthaceae","binome","BLITUM VIRGATUM","86122",1,0,0,0,0,0,"therophyte","Eurasian","VU",NA,9,NA,NA
86131,"BOLBOSCHOENUS MARITIMUS","Cyperaceae","binome","BOLBOSCHOENUS MARITIMUS","86131",1,0,0,0,0,0,"geophyte","European",NA,"LC",99,0.68318,8.1874
86135,"BOMBYCILAENA DISCOLOR","Asteraceae","binome","BOMBYCILAENA DISCOLOR","86135",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.16958
86136,"BOMBYCILAENA ERECTA","Asteraceae","binome","BOMBYCILAENA ERECTA","86136",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,1,0.46561,2.136
86156,"BORAGO OFFICINALIS","Boraginaceae","binome","BORAGO OFFICINALIS","86156",1,1,0,0,0,0,"therophyte","European(meridional)",NA,NA,5,0.52083,-0.10135
86167,"BOTHRIOCHLOA BARBINODIS","Poaceae","binome","BOTHRIOCHLOA BARBINODIS","86167",1,0,0,0,0,0,"hemicryptophyte","introduced(America)",NA,NA,NA,NA,NA
86169,"BOTHRIOCHLOA ISCHAEMUM","Poaceae","binome","BOTHRIOCHLOA ISCHAEMUM","86169",1,0,0,0,0,0,"hemicryptophyte","European(central)",NA,NA,1,0.38689,2.2657
86262,"BRACHYPODIUM DISTACHYON","Poaceae","binome","BRACHYPODIUM DISTACHYON","86262",1,0,0,0,0,0,"therophyte","subtropical(paleo)",NA,NA,5,0.056133,6.5587
86288,"BRACHYPODIUM PHOENICOIDES","Poaceae","binome","BRACHYPODIUM PHOENICOIDES","86288",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)",NA,NA,1,0.44109,5.8535
86289,"BRACHYPODIUM PINNATUM","Poaceae","binome","BRACHYPODIUM PINNATUM","86289",1,1,0,0,0,0,"hemicryptophyte","Eurasian(meridional)",NA,"LC",1,0.4642,21.199
86297,"BRACHYPODIUM RETUSUM","Poaceae","binome","BRACHYPODIUM RETUSUM","86297",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0.44839,8.7969
86301,"BRACHYPODIUM RUPESTRE","Poaceae","binome","BRACHYPODIUM RUPESTRE","86301",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(eury)-atlantic(eury)",NA,"Wait",1,0.63845,8.1661
86305,"BRACHYPODIUM SYLVATICUM","Poaceae","binome","BRACHYPODIUM SYLVATICUM","86305",0,1,0,1,0,0,"hemicryptophyte","European",NA,"LC",9,0.70094,4.733
86369,"BRASSICA FRUTICULOSA","Brassicaceae","binome","BRASSICA FRUTICULOSA","86369",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.30606
86399,"BRASSICA NAPUS","Brassicaceae","binome","BRASSICA NAPUS","86399",1,1,1,1,1,0,"therophyte","European",NA,NA,9,0.60156,-0.07149
86400,"BRASSICA NIGRA","Brassicaceae","binome","BRASSICA NIGRA","86400",1,1,1,1,0,0,"therophyte","cosmopolitan",NA,"LC",9,0.59607,0.23619
86406,"BRASSICA OLERACEA","Brassicaceae","binome","BRASSICA OLERACEA","86406",0,0,1,1,0,0,"hemicryptophyte","Mediterranean-atlantic","LC","LC",5,0.54173,0.30808
86423,"BRASSICA RAPA","Brassicaceae","binome","BRASSICA RAPA","86423",1,0,0,1,0,0,"hemicryptophyte","holarctic",NA,"LC",3,0.57143,-0.11343
144395,"BRASSICA RAPA VAR. CAMPESTRIS","Brassicaceae","infra","BRASSICA RAPA","86423",1,0,0,1,0,0,"therophyte",NA,NA,NA,NA,NA,NA
144396,"BRASSICA RAPA VAR. OLEIFERA","Brassicaceae","infra","BRASSICA RAPA","86423",0,0,0,1,0,0,"therophyte","holarctic",NA,NA,99,NA,NA
86448,"BRASSICA TOURNEFORTII","Brassicaceae","binome","BRASSICA TOURNEFORTII","86448",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
86489,"BRIZA MAXIMA","Poaceae","binome","BRIZA MAXIMA","86489",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.016071,8.0462
86490,"BRIZA MEDIA","Poaceae","binome","BRIZA MEDIA","86490",0,1,1,0,0,0,"hemicryptophyte","Eurasian",NA,NA,3,0.71001,12.451
86492,"BRIZA MINOR","Poaceae","binome","BRIZA MINOR","86492",1,0,0,0,0,1,"therophyte","Mediterranean-atlantic",NA,"LC",5,0.29098,3.2014
86512,"BROMOPSIS ERECTA","Poaceae","binome","BROMOPSIS ERECTA","86512",0,1,0,0,0,0,"hemicryptophyte","Eurasian(meridional)",NA,"LC",1,NA,NA
86513,"BROMOPSIS INERMIS","Poaceae","binome","BROMOPSIS INERMIS","86513",1,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,NA,3,NA,NA
86522,"BROMUS ALOPECUROS","Poaceae","binome","BROMUS ALOPECUROS","86522",1,0,0,0,0,0,"therophyte","European(central)",NA,NA,NA,NA,NA
86537,"BROMUS ARVENSIS","Poaceae","binome","BROMUS ARVENSIS","86537",1,1,1,0,0,1,"therophyte","Eurasian",NA,NA,3,0.64952,-0.036259
86564,"BROMUS CATHARTICUS","Poaceae","binome","BROMUS CATHARTICUS","86564",1,1,1,0,0,0,"hemicryptophyte","introduced(South America)",NA,NA,5,0.5124,-0.22417
86571,"BROMUS COMMUTATUS","Poaceae","binome","BROMUS COMMUTATUS","86571",1,0,0,1,1,1,"therophyte","European(meridional)",NA,"LC",3,0.32709,0.5945
789032,"BROMUS GROSSUS VAR. ARDUENNENSIS","Poaceae","infra","BROMUS GROSSUS","86621",1,0,0,0,0,0,"therophyte",NA,"EW",NA,NA,NA,NA
86634,"BROMUS HORDEACEUS","Poaceae","binome","BROMUS HORDEACEUS","86634",1,1,1,1,1,0,"therophyte","Eurasian",NA,"LC",3,0.48405,10.284
86642,"BROMUS INTERMEDIUS","Poaceae","binome","BROMUS INTERMEDIUS","86642",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.26512
86643,"BROMUS JAPONICUS","Poaceae","binome","BROMUS JAPONICUS","86643",1,0,0,0,0,1,"therophyte","Eurasian",NA,NA,5,0.5,-0.30606
86648,"BROMUS LANCEOLATUS","Poaceae","binome","BROMUS LANCEOLATUS","86648",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.19753,-0.21053
86653,"BROMUS LEPIDUS","Poaceae","binome","BROMUS LEPIDUS","86653",1,0,0,0,0,0,"therophyte","atlantic",NA,NA,5,NA,NA
86732,"BROMUS RACEMOSUS","Poaceae","binome","BROMUS RACEMOSUS","86732",1,1,0,0,0,0,"hemicryptophyte","European",NA,"LC",3,0.13724,4.0603
86750,"BROMUS SCOPARIUS","Poaceae","binome","BROMUS SCOPARIUS","86750",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,NA,NA,NA
86751,"BROMUS SECALINUS","Poaceae","binome","BROMUS SECALINUS","86751",1,1,0,0,0,1,"therophyte","Eurasian(meridional)",NA,NA,3,0.51389,-0.10001
86761,"BROMUS SQUARROSUS","Poaceae","binome","BROMUS SQUARROSUS","86761",1,0,0,0,0,0,"therophyte","Eurasian(meridional)",NA,NA,5,0.51477,2.3552
159572,"BRYONIA CRETICA","Cucurbitaceae","binome","BRYONIA CRETICA","159572",1,1,0,0,0,0,"liana","European(meridional)",NA,NA,9,0.20761,0.070516
154743,"BRYONIA CRETICA SUBSP. DIOICA","Cucurbitaceae","infra","BRYONIA CRETICA","159572",1,0,1,1,0,0,"geophyte","European(meridional)",NA,NA,9,0.75051,0.70954
612122,"BRYONIA CRETICA SUBSP. MARMORATA","Cucurbitaceae","infra","BRYONIA CRETICA","159572",1,0,0,0,0,0,"geophyte","Corsican",NA,NA,5,0,-0.30606
86879,"BUFONIA PANICULATA","Caryophyllaceae","binome","BUFONIA PANICULATA","86879",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,1,0.40983,0.035224
86883,"BUFONIA TENUIFOLIA","Caryophyllaceae","binome","BUFONIA TENUIFOLIA","86883",1,0,0,0,0,0,"therophyte","Mediterranean(western)","NT",NA,5,0.34568,-0.22417
86890,"BUGLOSSOIDES ARVENSIS","Boraginaceae","binome","BUGLOSSOIDES ARVENSIS","86890",1,1,1,1,0,1,"therophyte","European",NA,NA,5,0.65299,0.4582
610662,"BUGLOSSOIDES INCRASSATA","Boraginaceae","binome","BUGLOSSOIDES INCRASSATA","610662",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,1,0.4545,-0.042583
86894,"BUGLOSSOIDES PURPUROCAERULEA","Boraginaceae","binome","BUGLOSSOIDES PURPUROCAERULEA","86894",0,1,0,0,0,0,"hemicryptophyte","European",NA,NA,1,0.21471,0.13897
86969,"BUNIAS ERUCAGO","Brassicaceae","binome","BUNIAS ERUCAGO","86969",1,0,0,0,0,1,"therophyte","Mediterranean(eury)",NA,NA,5,0.058365,2.3416
86975,"BUNIAS ORIENTALIS","Brassicaceae","binome","BUNIAS ORIENTALIS","86975",1,0,0,0,0,0,"hemicryptophyte","European(eastern)",NA,NA,3,0.38134,0.010713
86983,"BUNIUM BULBOCASTANUM","Apiaceae","binome","BUNIUM BULBOCASTANUM","86983",1,0,0,0,0,1,"geophyte","atlantic(eury)",NA,"LC",1,0.62369,2.94
86997,"BUNIUM PACHYPODUM","Apiaceae","binome","BUNIUM PACHYPODUM","86997",1,0,0,0,0,1,"geophyte","Mediterranean(western)",NA,NA,NA,NA,NA
87027,"BUPLEURUM BALDENSE","Apiaceae","binome","BUPLEURUM BALDENSE","87027",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,5,0.49354,3.8701
87053,"BUPLEURUM GERARDI","Apiaceae","binome","BUPLEURUM GERARDI","87053",1,0,0,0,0,0,"therophyte","Mediterranean(eury)","VU",NA,5,0,-0.30606
87065,"BUPLEURUM LANCIFOLIUM","Apiaceae","binome","BUPLEURUM LANCIFOLIUM","87065",0,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,NA,NA,NA
87085,"BUPLEURUM PRAEALTUM","Apiaceae","binome","BUPLEURUM PRAEALTUM","87085",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,1,0.27778,-0.059873
87095,"BUPLEURUM ROTUNDIFOLIUM","Apiaceae","binome","BUPLEURUM ROTUNDIFOLIUM","87095",1,0,1,0,0,1,"therophyte","Eurasian",NA,"CR",1,0.42975,-0.085809
87098,"BUPLEURUM SEMICOMPOSITUM","Apiaceae","binome","BUPLEURUM SEMICOMPOSITUM","87098",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.090703,-0.046756
87102,"BUPLEURUM SUBOVATUM","Apiaceae","binome","BUPLEURUM SUBOVATUM","87102",1,1,0,0,0,1,"therophyte","Mediterranean(eury)","EN",NA,NA,NA,NA
87106,"BUPLEURUM TENUISSIMUM","Apiaceae","binome","BUPLEURUM TENUISSIMUM","87106",1,0,0,0,0,0,"therophyte","Mediterranean-atlantic",NA,"VU",5,0.1609,0.10337
87420,"CALENDULA ARVENSIS","Asteraceae","binome","CALENDULA ARVENSIS","87420",1,1,1,0,0,1,"therophyte","European(meridional)",NA,NA,5,0.061607,0.93587
87442,"CALEPINA IRREGULARIS","Brassicaceae","binome","CALEPINA IRREGULARIS","87442",1,1,1,0,0,1,"therophyte","Eurasian(meridional)",NA,NA,5,0.34949,-0.019461
87568,"CAMELINA ALYSSUM","Brassicaceae","binome","CAMELINA ALYSSUM","87568",1,0,0,0,0,1,"therophyte","European(western)",NA,NA,NA,NA,NA
87577,"CAMELINA MICROCARPA","Brassicaceae","binome","CAMELINA MICROCARPA","87577",1,0,1,0,0,1,"therophyte","European(meridional)",NA,NA,1,0.14497,0.017934
132462,"CAMELINA MICROCARPA SUBSP. SYLVESTRIS","Brassicaceae","infra","CAMELINA MICROCARPA","87577",0,0,0,0,0,1,"therophyte",NA,NA,NA,NA,NA,NA
87581,"CAMELINA RUMELICA","Brassicaceae","binome","CAMELINA RUMELICA","87581",1,0,0,0,0,1,"therophyte","European(meridional)",NA,NA,NA,NA,NA
87583,"CAMELINA SATIVA","Brassicaceae","binome","CAMELINA SATIVA","87583",1,0,0,0,0,1,"therophyte","European(meridional)",NA,"LC",5,0.625,-0.29241
613479,"CAMELINA SATIVA VAR. PILOSA","Brassicaceae","infra","CAMELINA SATIVA","87583",0,0,0,0,0,1,"therophyte","European(meridional)",NA,NA,NA,NA,NA
87636,"CAMPANULA ERINUS","Campanulaceae","binome","CAMPANULA ERINUS","87636",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.19523,1.3726
87652,"CAMPANULA GLOMERATA","Campanulaceae","binome","CAMPANULA GLOMERATA","87652",0,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",3,0.65843,2.3459
87711,"CAMPANULA RAPUNCULOIDES","Campanulaceae","binome","CAMPANULA RAPUNCULOIDES","87711",1,0,0,0,0,0,"hemicryptophyte","Eurasian",NA,NA,1,0.58649,0.61446
87712,"CAMPANULA RAPUNCULUS","Campanulaceae","binome","CAMPANULA RAPUNCULUS","87712",1,0,0,0,0,0,"hemicryptophyte","Eurasian",NA,"EN",1,0.58182,2.4948
87849,"CAPSELLA BURSA-PASTORIS","Brassicaceae","binome","CAPSELLA BURSA-PASTORIS","87849",1,1,1,1,1,1,"therophyte","cosmopolitan",NA,"LC",3,0.6566,1.6614
132545,"CAPSELLA BURSA-PASTORIS SUBSP. RUBELLA","Brassicaceae","infra","CAPSELLA BURSA-PASTORIS","87849",1,0,0,0,0,1,"therophyte","Mediterranean(eury)",NA,NA,5,0.30804,1.0314
87915,"CARDAMINE FLEXUOSA","Brassicaceae","binome","CARDAMINE FLEXUOSA","87915",0,0,0,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",9,0.62594,0.73321
87930,"CARDAMINE HIRSUTA","Brassicaceae","binome","CARDAMINE HIRSUTA","87930",1,1,1,1,0,0,"therophyte","circumboreal",NA,"LC",5,0.63221,4.1567
88062,"CARDUUS ACICULARIS","Asteraceae","binome","CARDUUS ACICULARIS","88062",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(central)","NT",NA,NA,NA,NA
88104,"CARDUUS CRISPUS","Asteraceae","binome","CARDUUS CRISPUS","88104",1,0,0,1,1,0,"hemicryptophyte","Eurasian",NA,"LC",9,0.68367,0.4492
88167,"CARDUUS NUTANS","Asteraceae","binome","CARDUUS NUTANS","88167",1,1,1,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",1,0.65045,0.45884
88191,"CARDUUS PYCNOCEPHALUS","Asteraceae","binome","CARDUUS PYCNOCEPHALUS","88191",1,1,1,0,0,0,"hemicryptophyte","Mediterranean(eury)",NA,NA,5,0.079498,2.246
88207,"CARDUUS TENUIFLORUS","Asteraceae","binome","CARDUUS TENUIFLORUS","88207",1,1,1,0,1,0,"hemicryptophyte","European(meridional)",NA,"LC",5,0.15388,3.2287
88489,"CAREX ECHINATA","Cyperaceae","binome","CAREX ECHINATA","88489",0,1,0,0,0,0,"hemicryptophyte","holarctic",NA,NA,99,0.13366,13.036
88510,"CAREX FLACCA","Cyperaceae","binome","CAREX FLACCA","88510",1,1,0,0,0,0,"geophyte","holarctic",NA,"LC",1,0.61185,22.837
88569,"CAREX HIRTA","Cyperaceae","binome","CAREX HIRTA","88569",1,1,1,0,0,0,"geophyte","Eurasian",NA,"LC",3,0.40003,5.8318
88766,"CAREX PENDULA","Cyperaceae","binome","CAREX PENDULA","88766",0,0,1,0,0,0,"hemicryptophyte","Eurasian(meridional)",NA,"LC",9,0.65869,1.2539
89161,"CARLINA LANATA","Asteraceae","binome","CARLINA LANATA","89161",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.074052
89180,"CARLINA VULGARIS","Asteraceae","binome","CARLINA VULGARIS","89180",0,1,0,0,0,0,"hemicryptophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,1,0.20726,13.392
89200,"CARPINUS BETULUS","Betulaceae","binome","CARPINUS BETULUS","89200",0,0,0,0,1,0,"phanaerophyte","Eurasian(temperate)",NA,"LC",1,0.6221,0.79168
89221,"CARTHAMUS CAERULEUS","Asteraceae","binome","CARTHAMUS CAERULEUS","89221",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)","VU",NA,NA,NA,NA
89232,"CARTHAMUS LANATUS","Asteraceae","binome","CARTHAMUS LANATUS","89232",1,1,0,0,0,1,"therophyte","Mediterranean",NA,NA,5,0.26959,1.2498
89338,"CATAPODIUM RIGIDUM","Poaceae","binome","CATAPODIUM RIGIDUM","89338",1,1,0,0,0,0,"therophyte","European",NA,NA,5,0.32852,13.246
